Account ID,Org Name,Supply ID,Abstraction point reference,D-EH10 Resource consent reference number,D-EH10 Reason not available,D-EH12 Consent conditions met for rate of take and volume?,D-EH12 Total volume of exceedance if conditions not met (m3/yr),D-EH13 Consented instantaneous rate of take (L/s),D-EH13 Reason not available,D-EH14 Maximum daily consented volume (m3/day),D-EH14 Maximum weekly consented volume (m3/7 days),D-EH14 Reason not available,D-EH15 Maximum annual consented volume (m3/year),D-EH15 Reason not available,D-EH10 to D-EH15 Data confidence
ACC-00001006,Selwyn District Council,G00463,M36/0870 - Tosswill Rd (Prebbleton),CRC010900,,Yes,,25,,,,Measure Not Applicable,,Measure Not Applicable,5 - Highly Reliable
ACC-00001006,Selwyn District Council,G00501,M36/4700 - Leeston,CRC252622,,Yes,,54,,2992,,,623400,,5 - Highly Reliable
ACC-00001006,Selwyn District Council,G00501,M36/4700 - Leeston,CRC950937.1,,Yes,,40,,2016,,,623400,,5 - Highly Reliable
ACC-00001006,Selwyn District Council,G00668,L37/0545 - Rakaia Huts,CRC991055.1,,Yes,,12,,,,Measure Not Applicable,77786,,5 - Highly Reliable
ACC-00001006,Selwyn District Council,G00671,M35/2873 - Jowers Rd,CRC169801,,Yes,,7.6,,,2562,,54900,,5 - Highly Reliable
ACC-00001006,Selwyn District Council,G00675,M36/0872 - Tai Tapu,CRC134786,,Yes,,25,,,6559,,,Measure Not Applicable,5 - Highly Reliable
ACC-00001006,Selwyn District Council,G00680,M37/0106 - Taumutu,CRC010894.1,,Yes,,1,,76,,,11400,,5 - Highly Reliable
ACC-00001006,Selwyn District Council,G00725,L35/0191 - Kirwee,CRC254666,,Yes,,45,,,21770,,,Measure Not Applicable,5 - Highly Reliable
ACC-00001006,Selwyn District Council,G00726,L36/0725 - Dunsandel,CRC010891.1,,Yes,,25,,1944,,,291600,,5 - Highly Reliable
ACC-00001006,Selwyn District Council,G00820,L35/0334 - Sheffield,CRC173786,,Yes,,11.7,,1010,,,245430,,5 - Highly Reliable
ACC-00001006,Selwyn District Council,G00822,L35/0215 - Hororata,CRC233860,,Yes,,20,,1728,,,501070,,5 - Highly Reliable
ACC-00001006,Selwyn District Council,G01113,M36/2298 - Overbury Cr (Rolleston),CRC193859,,Yes,,52.8,,4562,,,739500,,5 - Highly Reliable
ACC-00001006,Selwyn District Council,G01169,L36/1313 - Te Pirita,CRC251023,,Yes,,10,,,3150,,144500,,5 - Highly Reliable
ACC-00001006,Selwyn District Council,G01315,M36/0529 - Upper Selwyn Huts,CRC146688,,Yes,,,Measure Not Applicable,,420,,,Measure Not Applicable,5 - Highly Reliable
ACC-00001006,Selwyn District Council,G01672,M36/7533 - Izone (Rolleston),CRC175045,,Yes,,75,,,,Measure Not Applicable,4445700,,5 - Highly Reliable
ACC-00001006,Selwyn District Council,G01673,M36/7575 - Claremont,CRC250293,,Yes,,12,,,,Measure Not Applicable,124000,,5 - Highly Reliable
ACC-00001006,Selwyn District Council,G01775,M35/10751 - Royston Common (Greater West Melton),CRC164009,,Yes,,13.5,,,17941,,567576,,5 - Highly Reliable
ACC-00001006,Selwyn District Council,G01794,M36/8178 - Springston,CRC010895.1,,Yes,,15,,900,,,,Measure Not Applicable,5 - Highly Reliable
ACC-00001006,Selwyn District Council,G01874,M36/7833 - Westland Pl (Rolleston),CRC175045,,Yes,,75,,,,Measure Not Applicable,4445700,,5 - Highly Reliable
ACC-00001006,Selwyn District Council,G01957,M35/17758 - Elizabeth Allen Dr (Greater West Melton),CRC164009,,Yes,,18,,,17941,,567576,,5 - Highly Reliable
ACC-00001006,Selwyn District Council,G01958,M35/17757 - Jacqueline Dr (Greater West Melton),CRC164009,,Yes,,18,,,17941,,567576,,5 - Highly Reliable
ACC-00001006,Selwyn District Council,G01961,BX22/0006 - Darfield,CRC254098,,Yes,,83,,6000,,,1045352,,5 - Highly Reliable
ACC-00001006,Selwyn District Council,G01961-2,L35/0980 - Darfield,CRC254098,,Yes,,83,,6000,,,1045352,,5 - Highly Reliable
ACC-00001006,Selwyn District Council,G02009,M36/7835 - Illinois Dr (Rolleston),CRC175045,,Yes,,75,,,,Measure Not Applicable,4445700,,5 - Highly Reliable
ACC-00001006,Selwyn District Council,G02128,BX23/0421 - Tosswill Rd (Prebbleton),CRC202353,,Yes,,75,,,45360,,1576800,,5 - Highly Reliable
ACC-00001006,Selwyn District Council,G02129,BX23/0300 - Eastfield Dr (Lincoln),CRC223745,,Yes,,100,,,,Measure Not Applicable,892944,,5 - Highly Reliable
ACC-00001006,Selwyn District Council,G02166,BX23/0590 - Edendale (Greater West Melton),CRC260594,,Yes,,65,,,13910,,357600,,5 - Highly Reliable
ACC-00001006,Selwyn District Council,G02191,BX23/0312 - Moore St (Rolleston),CRC160628,,Yes,,100,,,,Measure Not Applicable,246240,,5 - Highly Reliable
ACC-00001006,Selwyn District Council,G02192,BX23/0508 - Helpet (Rolleston),CRC193859,,Yes,,70,,,,Measure Not Applicable,739500,,5 - Highly Reliable
ACC-00001006,Selwyn District Council,G03020,BX23/0507 - Baltimore (Rolleston),CRC175045,,Yes,,75,,,,Measure Not Applicable,4445700,,5 - Highly Reliable
ACC-00001006,Selwyn District Council,G03053,BY22/0057 - St John St,CRC223742,,Yes,,55,,,19051,,360000,,5 - Highly Reliable
ACC-00001006,Selwyn District Council,G03061,BX23/0829 - Ridgeland Way (Greater West Melton),CRC260552,,Yes,,70,,,15071,,322950,,5 - Highly Reliable
ACC-00001006,Selwyn District Council,G03084,BX23/0827 - Helpet (Rolleston),CRC193859,,Yes,,70,,,,Measure Not Applicable,739500,,5 - Highly Reliable
ACC-00001006,Selwyn District Council,G03114,BX23/0874 - Shands Rd (Prebbleton),CRC202353,,Yes,,100,,,,Measure Not Applicable,1576800,,5 - Highly Reliable
ACC-00001006,Selwyn District Council,G03115,BX23/0862 - Veuve Dr (Lincoln),CRC223745,,Yes,,140,,8640,,,892944,,5 - Highly Reliable
ACC-00001006,Selwyn District Council,G03119,BX23/0917 - Leeston,CRC252622,,Yes,,65,,,,Measure Not Applicable,623400,,5 - Highly Reliable
ACC-00001006,Selwyn District Council,G03127,BX23/0510 - Kakahi St (Lincoln),CRC240400,,Yes,,70,,,,Measure Not Applicable,453600,,5 - Highly Reliable
ACC-00001006,Selwyn District Council,G11196,BX23/1259 - Helpet (Rolleston),CRC251577,,Yes,,80,,,,Measure Not Applicable,293268,,5 - Highly Reliable
ACC-00001006,Selwyn District Council,G11197,BX23/1258- Helpet (Rolleston),CRC251577,,Yes,,80,,,,Measure Not Applicable,293268,,5 - Highly Reliable
ACC-00001006,Selwyn District Council,G11199,BX23/1260 - Marion Pl (Lincoln),CRC240400,,Yes,,70,,,,Measure Not Applicable,453600,,5 - Highly Reliable
ACC-00001006,Selwyn District Council,G11239,BX22/0212 - Darfield,CRC254098,,Yes,,80,,,,Measure Not Applicable,1045352,,5 - Highly Reliable
ACC-00001006,Selwyn District Council,G11240,BX22/0199 - Kirwee,CRC254666,,Yes,,80,,,,Measure Not Applicable,49650,,5 - Highly Reliable
ACC-00001006,Selwyn District Council,G11246,L35/0329 - Sheffield,CRC173786,,Yes,,11.7,,1010,,,245430,,5 - Highly Reliable
ACC-00001006,Selwyn District Council,S00577,K33/0001 - Arthurs Pass,CRC991057,,No,919,11,,200,,,,Measure Not Applicable,5 - Highly Reliable
ACC-00001006,Selwyn District Council,S00578,Trust Power intake - Lake Coleridge,,Measure Not Applicable,Yes,,,Measure Not Applicable,,,Measure Not Applicable,,Measure Not Applicable,5 - Highly Reliable
ACC-00001006,Selwyn District Council,S00579,K34/0027 - Castle Hill,CRC991053,,Yes,,13.8,,1192,,,,Measure Not Applicable,5 - Highly Reliable
ACC-00001006,Selwyn District Council,S00580,K35/0032 - Dry Acheron Stream,CRC991054,,No,325,8.5,,734,,,,Measure Not Applicable,5 - Highly Reliable
ACC-00001006,Selwyn District Council,S00580,K35/0032 - Dry Acheron Stream,CRC010173,,,,3,,,,Measure Not Applicable,,Measure Not Applicable,5 - Highly Reliable
ACC-00001006,Selwyn District Council,S00827,L35/0977 - Dalethorpe,CRC173785,,Yes,,7.2,,624,,,140000,,5 - Highly Reliable
ACC-00001006,Selwyn District Council,S00828,L35/0256 - Hartleys,CRC010904,,Yes,,18.9,,1625,,,390000,,5 - Highly Reliable
ACC-00001006,Selwyn District Council,S10058,L35/0933 - Springfield,CRC155932,,Yes,,10,,864,,,210000,,5 - Highly Reliable
ACC-00001006,Selwyn District Council,S10058,L35/0933 - Springfield,CRC991058,,Yes,,10.5,,907,,,210000,,5 - Highly Reliable
ACC-00008521,South Taranaki District Council,ELT001,"Waingongoro River, Finnerty Road - Eltham",R2/0213-4.0,,Yes,,64,,5200,,,,Measure Not Applicable,5 - Highly Reliable
ACC-00008521,South Taranaki District Council,HAW003,"Bore field, 1054 Skeet Road - Kapuni",R2/7002-1,,Yes,,50,,4320,,,,Measure Not Applicable,5 - Highly Reliable
ACC-00008521,South Taranaki District Council,HAW003,"Kapuni Stream, Palmer Road - Kapuni",R2/0146-2,,Yes,,140,,12100,,,,Measure Not Applicable,5 - Highly Reliable
ACC-00008521,South Taranaki District Council,INA001,"Mangatoki Stream, 1551 Upper Palmer Road - Inaha",R2/1185-3.1,,Yes,,29,,2504,,,,Measure Not Applicable,5 - Highly Reliable
ACC-00008521,South Taranaki District Council,INA001,"Waingongoro River, Upper Palmer Road - Inaha",R2/1186-3,,Yes,,30,,2592,,,,Measure Not Applicable,5 - Highly Reliable
ACC-00008521,South Taranaki District Council,OPU001,"Waiaua River, Ihaia Road - Opunake",R2/0232-4,,Yes,,26,,2200,,,,Measure Not Applicable,5 - Highly Reliable
ACC-00008521,South Taranaki District Council,PAT001,4 Bores at Egmont St & Taranaki Rd - Patea,R2/3388-3.2,,Yes,,,Measure Not Applicable,1125,,,,Measure Not Applicable,5 - Highly Reliable
ACC-00008521,South Taranaki District Council,PAT001,Bore #1 (GND0073),R2/3388-3.2,,Yes,,4,,346,,,,Measure Not Applicable,5 - Highly Reliable
ACC-00008521,South Taranaki District Council,PAT001,Bore #4 (GND2197),R2/3388-3.2,,No,0,9,,786,,,,Measure Not Applicable,5 - Highly Reliable
ACC-00008521,South Taranaki District Council,PAT001,Bore #5 (GND2361),R2/3388-3.2,,No,0,5,,432,,,,Measure Not Applicable,5 - Highly Reliable
ACC-00008521,South Taranaki District Council,PAT001,Bore #6 (GND3104),R2/3388-3.2,,No,0,6,,475,,,,Measure Not Applicable,5 - Highly Reliable
ACC-00008521,South Taranaki District Council,RAH001,"Pungaereere Stream, State Highway 45 - Rahotu",R2/3696-3,,Yes,,3,,180,,,,Measure Not Applicable,5 - Highly Reliable
ACC-00008521,South Taranaki District Council,WAI018,"Bore, 791 Rowan Road - Waimate West",R2/10370-1.0,,Yes,,,Measure Not Applicable,432,,,,Measure Not Applicable,5 - Highly Reliable
ACC-00008521,South Taranaki District Council,WAI018,"Mangawhero Stream, Mangawhero Road - Waimate West",R2/0635-3,,Yes,,70,,,,Measure Not Applicable,,Measure Not Applicable,5 - Highly Reliable
ACC-00008521,South Taranaki District Council,WAI018,"Mangawheroiti Stream, Rowan Road - Waimate West",R2/0634-3,,Yes,,121,,,,Measure Not Applicable,,Measure Not Applicable,5 - Highly Reliable
ACC-00008521,South Taranaki District Council,WAI018,"Otakeho Stream, 1055 Mangawhero Rd - Waimate West",R2/3911-3.0,,Yes,,85,,,,Measure Not Applicable,,Measure Not Applicable,5 - Highly Reliable
ACC-00008521,South Taranaki District Council,WAI020,"Bore 2, Waipipi Rd - Waverley Beach",R2/9563-1,,Yes,,2,,80,,,,Measure Not Applicable,5 - Highly Reliable
ACC-00008521,South Taranaki District Council,WAI021,"Bore, Nukumaru Domain Reserve - Waiinu",R2/3770-3,,Yes,,4,,346,,,,Measure Not Applicable,5 - Highly Reliable
ACC-00008521,South Taranaki District Council,WAV001,"3 Bores at Fookes St, Chester St & Swinbourne St - Waverley",R2/3313-3,,Yes,,14,,900,,,,Measure Not Applicable,5 - Highly Reliable
ACC-00008521,South Taranaki District Council,WAV001,Chester Street (GND0059),R2/3313-3,,Yes,,7,,400,,,,Measure Not Applicable,5 - Highly Reliable
ACC-00008521,South Taranaki District Council,WAV001,Fookes Street (GND0244),R2/3313-3,,Yes,,7,,500,,,,Measure Not Applicable,5 - Highly Reliable
ACC-00008521,South Taranaki District Council,WAV001,Swinbourne Street (GND2242),R2/3313-3,,Yes,,10,,890,,,,Measure Not Applicable,5 - Highly Reliable
ACC-00008568,South Waikato District Council,ARA003,Arapuni Bore A101,AUTH125251.01.02,,Yes,0,0,,355,2485,,129575,,5 - Highly Reliable
ACC-00008568,South Waikato District Council,LIC001,Lichfield Bore,AUTH940284,,Yes,0,0,,40,280,,,Measure Not Applicable,5 - Highly Reliable
ACC-00008568,South Waikato District Council,PUT001,Blue Spring,AUTH131427.01.01,,No,0,46,,4000,28000,,1460000,,5 - Highly Reliable
ACC-00008568,South Waikato District Council,PUT001,Glenshea Bores,AUTH122363.01.01,,Yes,0,0,,3800,26600,,1390000,,5 - Highly Reliable
ACC-00008568,South Waikato District Council,TIR001,Oraka Spring,AUTH144316.01.01,,No,0,26,,2000,14000,,500000,,5 - Highly Reliable
ACC-00008568,South Waikato District Council,TOK001,Bores 1 and 3,AUTH130334.01.01,,Yes,0,0,,7500,52500,,,Measure Not Applicable,5 - Highly Reliable
ACC-00001109,South Wairarapa District Council,,,,Measure Not Applicable,,,,Measure Not Applicable,,,Measure Not Applicable,,Measure Not Applicable,
ACC-00001119,Southland District Council,EAS0021,River-S00301,20222442-01,,Yes,0,14,,900,6300,,328500,,5 - Highly Reliable
ACC-00001119,Southland District Council,EDE001,Bore-G10058,206951,,Yes,0,30,,2000,7671,,400000,,5 - Highly Reliable
ACC-00001119,Southland District Council,EDE001,Bore-G10059,206951,,Yes,0,30,,2000,7671,,400000,,5 - Highly Reliable
ACC-00001119,Southland District Council,LUM001,Bore-G01927  E44/0408,205657,,Yes,0,66,,5350,25641,,1337000,,5 - Highly Reliable
ACC-00001119,Southland District Council,LUM001,Bore-G01929  E44/0409,205657,,Yes,0,66,,5350,25641,,1337000,,5 - Highly Reliable
ACC-00001119,Southland District Council,MAN006,Lake-S00300,20233078,,Yes,0,10,,865,3643,,189954,,5 - Highly Reliable
ACC-00001119,Southland District Council,MOS002,Bore-G02140,200181,,Yes,0,,Measure Not Applicable,600,4200,,219000,,5 - Highly Reliable
ACC-00001119,Southland District Council,MOS002,Bore-G02141,200181,,Yes,0,,Measure Not Applicable,600,4200,,219000,,5 - Highly Reliable
ACC-00001119,Southland District Council,OHA009,River-S00060,20171350,,Yes,0,21,,1200,5216,,272000,,5 - Highly Reliable
ACC-00001119,Southland District Council,ORA003,Spring-G00309,20181295-02,,Yes,0,3,,34,238,,12410,,5 - Highly Reliable
ACC-00001119,Southland District Council,OTA001,Bore-G00050,20233021,,Yes,0,15,,1056,7392,,385440,,5 - Highly Reliable
ACC-00001119,Southland District Council,RIV001,Bore-D46/0202,20158384,,Yes,0,36,,3135,12565,,655175,,5 - Highly Reliable
ACC-00001119,Southland District Council,RIV001,Bore-D46/0203,20158384,,Yes,0,36,,3135,12565,,655175,,5 - Highly Reliable
ACC-00001119,Southland District Council,RIV001,River-S00059,204375,,Yes,0,27,,2400,16800,,876000,,5 - Highly Reliable
ACC-00001119,Southland District Council,TEA002,Bore-G10781,20233665,,Yes,0,170,,7749,49392,,2575420,,5 - Highly Reliable
ACC-00001119,Southland District Council,TEA002,Bore-G10781,20233665,,Yes,0,170,,7749,49392,,2575420,,5 - Highly Reliable
ACC-00001119,Southland District Council,TEA002,Bore-G10781,20233665,,Yes,0,170,,7749,49392,,2575420,,5 - Highly Reliable
ACC-00001119,Southland District Council,TEA002,Bore-G10781,20233665,,Yes,0,170,,7749,49392,,2575420,,5 - Highly Reliable
ACC-00001119,Southland District Council,TUA001,Bore-G01513,20233444,,Yes,0,21,,1200,7000,,365000,,5 - Highly Reliable
ACC-00001119,Southland District Council,TUA001,Bore-G02032,20233444,,Yes,0,21,,1200,7000,,365000,,5 - Highly Reliable
ACC-00001119,Southland District Council,TUA001,Bore-G02033,20233444,,Yes,0,21,,1200,7000,,365000,,5 - Highly Reliable
ACC-00001119,Southland District Council,WIN001,Bore-G00053,205797-V1,,Yes,0,30,,3000,12658,,660000,,5 - Highly Reliable
ACC-00001119,Southland District Council,WIN001,Bore-G10072,205797-V1,,Yes,0,30,,3000,12658,,660000,,5 - Highly Reliable
ACC-00008528,Stratford District Council,MID001,Te Popo intake,TRC-1276-4,,Yes,,5,,432,3024,,157680,,4 - Reliable
ACC-00008528,Stratford District Council,STR001,Konini Intake,TRC-0195-3,,Yes,,20,,1728,12096,,630720,,4 - Reliable
ACC-00008528,Stratford District Council,STR001,Patea Intake,TRC-0195-3,,Yes,,61,,5270,36892,,1923550,,4 - Reliable
ACC-00008528,Stratford District Council,TOK004,Toko Bore,TRC-1337-4,,Yes,,5.6,,80,560,,29200,,4 - Reliable
ACC-00008574,Tararua District Council,DAN001,Surface Water-104947,ATH-2010012905.00,,Yes,,110,,9500,66500,Measure Not Applicable,,Measure Not Applicable,4 - Reliable
ACC-00008574,Tararua District Council,EKE001,Surface Water- 101169/2,ATH-2004008582.02,,Yes,,20.3,,1260,8820,Measure Not Applicable,,Measure Not Applicable,4 - Reliable
ACC-00008574,Tararua District Council,PAH001,Bore-104794,ATH-2009012723.00,,Yes,,30,,2000,14000,Measure Not Applicable,730000,,4 - Reliable
ACC-00008574,Tararua District Council,PAH001,Surface Water-102781,ATH-2006010354.01,,Yes,,1.8,,2400,16800,Measure Not Applicable,,Measure Not Applicable,4 - Reliable
ACC-00008574,Tararua District Council,WOO001,Surface Water-102773,ATH-2006010345.02,,No,946.7,20,,1700,11900,Measure Not Applicable,,Measure Not Applicable,4 - Reliable
ACC-00008530,Tasman District Council,COL007,G01559,RM190412,,Yes,,7,,,2800,,,Measure Not Applicable,5 - Highly Reliable
ACC-00008530,Tasman District Council,COL007,G10774,RM190413,,Yes,,,Measure Not Applicable,,,Measure Not Applicable,,Measure Not Applicable,5 - Highly Reliable
ACC-00008530,Tasman District Council,DOV001,S00462,RM210135,,No,128,13,,1080,7560,,,Measure Not Applicable,5 - Highly Reliable
ACC-00008530,Tasman District Council,EIG001,S00463,RM160098,,Yes,,5,,470,3290,,,Measure Not Applicable,5 - Highly Reliable
ACC-00008530,Tasman District Council,HOP001,G02024,RM161216,,Yes,,56,,,19600,,,Measure Not Applicable,5 - Highly Reliable
ACC-00008530,Tasman District Council,HOP001,G02025,RM161216,,Yes,,,Measure Not Applicable,,,Measure Not Applicable,,Measure Not Applicable,5 - Highly Reliable
ACC-00008530,Tasman District Council,HOP001,G02026,RM161216,,Yes,,,Measure Not Applicable,,,Measure Not Applicable,,Measure Not Applicable,5 - Highly Reliable
ACC-00008530,Tasman District Council,KAI015,G03121,RM150189V1,,Yes,,32,,1840,12880,,,Measure Not Applicable,5 - Highly Reliable
ACC-00008530,Tasman District Council,KAI015,G03122,RM150189V1,,Yes,,,Measure Not Applicable,,,Measure Not Applicable,,Measure Not Applicable,5 - Highly Reliable
ACC-00008530,Tasman District Council,MOT001,G00321,RM150188,,Yes,,45,,3500,24500,,,Measure Not Applicable,5 - Highly Reliable
ACC-00008530,Tasman District Council,MOT001,G11019,RM070187,,Yes,,247,,10109,112000,,,Measure Not Applicable,5 - Highly Reliable
ACC-00008530,Tasman District Council,MOT001,G11020,RM070187,,Yes,,,Measure Not Applicable,,,Measure Not Applicable,,Measure Not Applicable,5 - Highly Reliable
ACC-00008530,Tasman District Council,MOT001,G11021,RM070187,,Yes,,,Measure Not Applicable,,,Measure Not Applicable,,Measure Not Applicable,5 - Highly Reliable
ACC-00008530,Tasman District Council,MUR001,G00271,RM191328,,Yes,,12,,,4500,,,Measure Not Applicable,5 - Highly Reliable
ACC-00008530,Tasman District Council,MUR001,G11079,RM191328,,Yes,,,Measure Not Applicable,,,Measure Not Applicable,,Measure Not Applicable,5 - Highly Reliable
ACC-00008530,Tasman District Council,POH001,S00466,NN720010,,Yes,,8,,550,3850,,,Measure Not Applicable,5 - Highly Reliable
ACC-00008530,Tasman District Council,RED001,G00274,RM161220,,Yes,,3,,,1400,,,Measure Not Applicable,5 - Highly Reliable
ACC-00008530,Tasman District Council,RED001,G00929,RM161218V2,,No,623,8,,,4200,,,Measure Not Applicable,5 - Highly Reliable
ACC-00008530,Tasman District Council,RED003,G00275,RM161219V2,,Yes,,8,,,2450,,,Measure Not Applicable,5 - Highly Reliable
ACC-00008530,Tasman District Council,RIC002,G00276,RM160099,,Yes,,126,,,50900,,,Measure Not Applicable,5 - Highly Reliable
ACC-00008530,Tasman District Council,RIC002,G00277,RM160099,,Yes,,,Measure Not Applicable,,,Measure Not Applicable,,Measure Not Applicable,5 - Highly Reliable
ACC-00008530,Tasman District Council,RIC002,G00278,RM160099,,Yes,,,Measure Not Applicable,,,Measure Not Applicable,,Measure Not Applicable,5 - Highly Reliable
ACC-00008530,Tasman District Council,RIC002,G00279,RM160099,,Yes,,,Measure Not Applicable,,,Measure Not Applicable,,Measure Not Applicable,5 - Highly Reliable
ACC-00008530,Tasman District Council,TAP003,G00497,RM180940,,Yes,,25,,,3185,,,Measure Not Applicable,5 - Highly Reliable
ACC-00008530,Tasman District Council,TAP003,G11073,RM180940,,Yes,,,Measure Not Applicable,,,Measure Not Applicable,,Measure Not Applicable,5 - Highly Reliable
ACC-00008530,Tasman District Council,WAI023,G00265,RM161217V2,,Yes,,228,,,96250,,,Measure Not Applicable,5 - Highly Reliable
ACC-00008530,Tasman District Council,WAI023,G00266,RM161217V2,,Yes,,,Measure Not Applicable,,,Measure Not Applicable,,Measure Not Applicable,5 - Highly Reliable
ACC-00008530,Tasman District Council,WAI023,G00267,RM161217V2,,Yes,,,Measure Not Applicable,,,Measure Not Applicable,,Measure Not Applicable,5 - Highly Reliable
ACC-00008530,Tasman District Council,WAI023,G00268,RM161217V2,,Yes,,,Measure Not Applicable,,,Measure Not Applicable,,Measure Not Applicable,5 - Highly Reliable
ACC-00008530,Tasman District Council,WAI023,G00269,RM161217V2,,Yes,,,Measure Not Applicable,,,Measure Not Applicable,,Measure Not Applicable,5 - Highly Reliable
ACC-00008530,Tasman District Council,WAI023,G11235-2,RM161217V2,,Yes,,,Measure Not Applicable,,,Measure Not Applicable,,Measure Not Applicable,5 - Highly Reliable
ACC-00008530,Tasman District Council,WAI023,G11236-2,RM161217V2,,Yes,,,Measure Not Applicable,,,Measure Not Applicable,,Measure Not Applicable,5 - Highly Reliable
ACC-00008530,Tasman District Council,WAK001,G00270,RM210695,,Yes,,28,,,12600,,,Measure Not Applicable,5 - Highly Reliable
ACC-00001011,Taupo District Council,ATI001,Bore 68_711,126712,,Yes,,2.775,,112,,Measure Not Applicable,41062,,4 - Reliable
ACC-00001011,Taupo District Council,ATI001,Bore 68_911,126712,,Yes,,2.775,,113,,Measure Not Applicable,41063,,4 - Reliable
ACC-00001011,Taupo District Council,BON001,Bore 72_2008,120056,,Yes,,2.15,,122,,Measure Not Applicable,44712,,4 - Reliable
ACC-00001011,Taupo District Council,BON001,Bore 72_4595,120056,,Yes,,2.15,,123,,Measure Not Applicable,44713,,4 - Reliable
ACC-00001011,Taupo District Council,CEN001,NZTM 1868614 E 5716712 N,AUTH137026.01.01,,Yes,,160,,10000,,Measure Not Applicable,,Measure Not Applicable,4 - Reliable
ACC-00001011,Taupo District Council,HAT001,NZTM 1861618 E 5708200 N,AUTH143489.01.01,,Yes,,625,,45000,,Measure Not Applicable,12320000,,4 - Reliable
ACC-00001011,Taupo District Council,KIN001,NZTM 1863302 E 5711130 N,AUTH143489.01.01,,Yes,,625,,45000,,Measure Not Applicable,12320000,,4 - Reliable
ACC-00001011,Taupo District Council,MAN002,NZTM 1839658 E 5751601 N,AUTH140647.01.01,,Yes,,61,,2000,,Measure Not Applicable,590000,,4 - Reliable
ACC-00001011,Taupo District Council,MOT002,NZTM 1867517 E 5712708 N,AUTH143489.01.01,,Yes,,625,,45000,,Measure Not Applicable,12320000,,4 - Reliable
ACC-00001011,Taupo District Council,MOT010,NZTM 1861163 E 5695179 N,AUTH143489.01.01,,Yes,,625,,45000,,Measure Not Applicable,12320000,,4 - Reliable
ACC-00001011,Taupo District Council,OMO001,NZTM 1840247 E 5691098 N,AUTH121770.01.01,,Yes,,39,,2500,,Measure Not Applicable,,Measure Not Applicable,4 - Reliable
ACC-00001011,Taupo District Council,RIV003,NZTM 1888774 E 5720494 N,AUTH145046.01.01,,Yes,,10,,600,,Measure Not Applicable,219000,,4 - Reliable
ACC-00001011,Taupo District Council,TAU001,NZTM 1854406 E 5715997 N,AUTH143489.01.01,,Yes,,625,,45000,,Measure Not Applicable,12320000,,4 - Reliable
ACC-00001011,Taupo District Council,TIR002,NZMS 260 R17:591-023,105576,,Yes,,,Measure Not Applicable,37000,,Measure Not Applicable,,Measure Not Applicable,4 - Reliable
ACC-00001011,Taupo District Council,TUR001,NZMS 260 T19:509-420,104296,,Yes,,122,,6300,,Measure Not Applicable,,Measure Not Applicable,4 - Reliable
ACC-00001011,Taupo District Council,WAI042,E1830967 N5719963,AUTH132689.01.01,,Yes,,14.5,,800,,Measure Not Applicable,,Measure Not Applicable,4 - Reliable
ACC-00001011,Taupo District Council,WHA009,NZTM 1856662 E 5691654,AUTH143489.01.01,,Yes,,625,,45000,,Measure Not Applicable,12320000,,4 - Reliable
ACC-00001011,Taupo District Council,WHA010,Bore 72_237,121300,,Yes,,,Measure Not Applicable,341,,Measure Not Applicable,124465,,4 - Reliable
ACC-00001011,Taupo District Council,WHA010,Bore 72_399,121300,,Yes,,,Measure Not Applicable,341,,Measure Not Applicable,124465,,4 - Reliable
ACC-00001011,Taupo District Council,WHA011,NZTM 1844731 E 5743309 N,126710,,Yes,,,Measure Not Applicable,100,,Measure Not Applicable,36500,,4 - Reliable
ACC-00001011,Taupo District Council,WHA011,NZTM 1844745 E 5743311 N,126710,,Yes,,,Measure Not Applicable,100,,Measure Not Applicable,36500,,4 - Reliable
ACC-00008507,Tauranga City Council,TAU004,Tautau Stream Intake,RC20173.0.02-WT+,,Yes,,432 L/s,,"37,273 m3/day",,,,Measure Not Applicable,5 - Highly Reliable
ACC-00008507,Tauranga City Council,TAU004,Waiari Stream,65637,,Yes,,694 L/s,,"60,000 m3/day",,,,Measure Not Applicable,5 - Highly Reliable
ACC-00008507,Tauranga City Council,TAU004,Waiorohi Stream,20202.2.02-WT+,,Yes,,630 L/s,,"54,553 m3/day",,,,Measure Not Applicable,5 - Highly Reliable
ACC-00001125,Thames Coromandel District Council,,"Whangamata Domain Bore Aickin Road, Whangamata",AUTH120675.01.01,,No,,2,,9000,,,,,3 - Less Reliable
ACC-00001125,Thames Coromandel District Council,G00047 & G03022,Beverley Hills Bore 1 & 3,AUTH106170.01.01,,Yes,,,Measure Not Applicable,4500,,,,,4 - Reliable
ACC-00001125,Thames Coromandel District Council,G00432,Bore PA1,AUTH136380.01.01,,No,1894.49,,Measure Not Applicable,220,,,20500,,3 - Less Reliable
ACC-00001125,Thames Coromandel District Council,"G01000, G01001, G01002","Bore 1,2 & 3",AUTH131003.03.01,,Yes,,,Measure Not Applicable,1200,,,60000,,3 - Less Reliable
ACC-00001125,Thames Coromandel District Council,G03011 & G03012,Two active bores Grove Bore 2,AUTH143372.01.01,,No,,,Measure Not Applicable,550,,,75000,,3 - Less Reliable
ACC-00001125,Thames Coromandel District Council,G03023,Moana Point Bore 1 (SH25),AUTH106168.01.01,,Yes,,,Measure Not Applicable,1100,,,,,4 - Reliable
ACC-00001125,Thames Coromandel District Council,G03024,Moana Point Bore 2,AUTH102932.01.01,,Yes,,3,,250,,,17500,,4 - Reliable
