Account ID,Org Name,Network ID,W-EH5 Type of resource consent,W-EH5 Comments,W-EH6 Resource consent reference number,W-EH7 Resource consent expiry date,W-EH7 Comments,W-EH7 Currently operating under this consent?,W-EH8 Consent status,W-EH8 Comments,W-EH5 to W-EH8 Data confidence
ACC-00008541,Nelson City Council,WWN-00237,Land-use consent,"RM115212 Fisheries Pipeline, the permanent fixing of the outfall pipe to the sea bed.",RM115212 & RM1152121V1 (NCC),2040-12-19 00:00:00,,Yes,Active,,5 - Highly Reliable
ACC-00008541,Nelson City Council,WWN-00237,Discharge to air,RM155262 Corder Park PS,RM155262 (NCC),2050-08-25 00:00:00,,Yes,Active,,5 - Highly Reliable
ACC-00008541,Nelson City Council,WWN-00237,Discharge to air,RM165359 Neale Park PS,RM165359 (NCC),2052-01-25 00:00:00,,Yes,Active,,5 - Highly Reliable
ACC-00008525,New Plymouth District Council,WWN-00328,Discharge to land,"Dairy farm effluent, not in use",0448-4.0,2045-12-01 00:00:00,,No,Active,Potential site for new WW facility,5 - Highly Reliable
ACC-00008525,New Plymouth District Council,WWN-00328,Discharge to water,Discharge of treated WW effluent,0882-4.1,2041-06-01 00:00:00,,Yes,Active,,5 - Highly Reliable
ACC-00008525,New Plymouth District Council,WWN-00328,Land-use consent,Culvert supporting sewer pipe,10456-1.0,2033-06-01 00:00:00,,Yes,Active,,5 - Highly Reliable
ACC-00008525,New Plymouth District Council,WWN-00328,Other (Please identify in the comments section),Groundwater take for construction of WW pump station,10963-1.0,2027-06-01 00:00:00,,Yes,Active,Will not require renewal,5 - Highly Reliable
ACC-00008525,New Plymouth District Council,WWN-00328,Land-use consent,Temporarily dam water for sewer main installation,11251-1.0,2034-06-01 00:00:00,,Yes,Active,Will not require renewal,5 - Highly Reliable
ACC-00008525,New Plymouth District Council,WWN-00328,Land-use consent,Sewer main,11261-1.0,2056-06-01 00:00:00,,Yes,Active,,5 - Highly Reliable
ACC-00008525,New Plymouth District Council,WWN-00328,Other (Please identify in the comments section),Temporarily dam and divert water for sewer main installation,11262-1.0,2034-06-01 00:00:00,,Yes,Active,Will not require renewal,5 - Highly Reliable
ACC-00008525,New Plymouth District Council,WWN-00328,Discharge to water,Inglewood oxidation pond overflow,1449-5.0,2033-06-01 00:00:00,,Yes,Active,,5 - Highly Reliable
ACC-00008525,New Plymouth District Council,WWN-00328,Discharge to water,Leachate from now-empty sludge lagoon,2982-5.0,2030-06-01 00:00:00,,Yes,Active,"Short term consent for continued monitoring, will not require renewal",5 - Highly Reliable
ACC-00008525,New Plymouth District Council,WWN-00328,Coastal permit,New Plymouth marine outfall,4593-3.0,2041-06-01 00:00:00,,Yes,Active,,5 - Highly Reliable
ACC-00008525,New Plymouth District Council,WWN-00328,Coastal permit,Eliot St. outfall - structure,4595-3.0,2032-06-01 00:00:00,,Yes,Active,,5 - Highly Reliable
ACC-00008525,New Plymouth District Council,WWN-00328,Discharge to air,Sludge drying activities,4740-2.0,2026-06-01 00:00:00,,Yes,Active,Consent renewal work in process,5 - Highly Reliable
ACC-00008525,New Plymouth District Council,WWN-00328,Coastal permit,Sewer main,6939-1.0,2041-06-01 00:00:00,,Yes,Active,,5 - Highly Reliable
ACC-00008525,New Plymouth District Council,WWN-00328,Land-use consent,Sewage pipe bridge,6940-1,2026-06-01 00:00:00,,Yes,Active,Consent renewal work in process,5 - Highly Reliable
ACC-00008525,New Plymouth District Council,WWN-00328,Land-use consent,Sewage pipeline,7241-1,2026-06-01 00:00:00,,Yes,Active,Consent renewal work in process,5 - Highly Reliable
ACC-00008525,New Plymouth District Council,WWN-00328,Land-use consent,Sewer pipeline and erosion control structures,7421-2.0,2043-06-01 00:00:00,,Yes,Active,,5 - Highly Reliable
ACC-00008525,New Plymouth District Council,WWN-00328,Discharge to water,Emergency discharge Waitara outfall,7861-1.0,2041-06-01 00:00:00,,Yes,Active,,5 - Highly Reliable
ACC-00008525,New Plymouth District Council,WWN-00328,Land-use consent,Sewage pipeline and reno mattress,7874-1,2026-06-01 00:00:00,,Yes,Active,Consent renewal work in process,5 - Highly Reliable
ACC-00008525,New Plymouth District Council,WWN-00328,Discharge to land,Application of Bioboost to land in Waikato Region,AUTH144852.01.01,2034-07-02 00:00:00,,Yes,Active,,5 - Highly Reliable
ACC-00001000,New Zealand Defence Force,BAL005,Discharge to land,,CRC083610,2028-12-05 00:00:00,,Yes,Active,,5 - Highly Reliable
ACC-00001000,New Zealand Defence Force,WAI002,Discharge to water,,ATH-2012010403.00 / 102825,2029-07-01 00:00:00,,Yes,Active,,5 - Highly Reliable
ACC-00001000,New Zealand Defence Force,WAI002,Discharge to water,,ATH-2012014121.00 / 105987,2029-07-01 00:00:00,,Yes,Active,,5 - Highly Reliable
ACC-00008500,Opotiki District Council,,Discharge to land,Pipi Beds,RM17-0736-AP,2024-01-31 00:00:00,Consent applic is with BOPRC for replacement/renewal,No,Expired,,5 - Highly Reliable
ACC-00008500,Opotiki District Council,WWN-00239,Land-use consent,Ōpōtiki - Pipe beneath Otara River,RC 50423,2029-11-30 00:00:00,,Yes,Active,,5 - Highly Reliable
ACC-00008500,Opotiki District Council,WWN-00239,Discharge to land,Ōpōtiki,RC 63179,2025-07-31 00:00:00,Operating under s124 RMA,Yes,Operating under s124 RMA,,5 - Highly Reliable
ACC-00008500,Opotiki District Council,WWN-00239,Discharge to land,Ōpōtiki,RC 63594,2025-07-31 00:00:00,,No,Expired,,5 - Highly Reliable
ACC-00008500,Opotiki District Council,WWN-00240,Discharge to land,Waihau Bay,RC 63013,2030-04-30 00:00:00,,Yes,Active,,5 - Highly Reliable
ACC-00008562,Otorohanga District Council,RC123567,Discharge to air,,60 41 51A,2025-09-30 00:00:00,,Yes,Active,,5 - Highly Reliable
ACC-00008562,Otorohanga District Council,RC123568,Discharge to land,,60 41 51A,2025-09-30 00:00:00,,Yes,Active,,5 - Highly Reliable
ACC-00008562,Otorohanga District Council,RC123569,Discharge to water,,60 41 51A,2025-09-30 00:00:00,,Yes,Active,,5 - Highly Reliable
ACC-00008562,Otorohanga District Council,RC143381.01.01,Discharge to air,,60 41 51A,2025-09-30 00:00:00,,Yes,Active,,5 - Highly Reliable
ACC-00008562,Otorohanga District Council,RC143381.02.01,Discharge to land,,60 41 51A,2025-09-30 00:00:00,,Yes,Active,,5 - Highly Reliable
ACC-00008549,Palmerston North City Council,WWN-00242,Discharge to land,Totara Road WWTP - Discharge to sludge lagoon,ATH-2002009338.00 - 101830,2028-05-16 00:00:00,,Yes,Active,,5 - Highly Reliable
ACC-00008549,Palmerston North City Council,WWN-00242,Discharge to water,Totara Road WWTP - Discharge to Manawatu River,ATH-2003009337.03 - 101829/2,2028-05-16 00:00:00,,Yes,Active,,5 - Highly Reliable
ACC-00008549,Palmerston North City Council,WWN-00242,Discharge to land,Totara Road WWTP - Discharge to wetland pond,ATH-2003009337.03 - 101831,2028-05-16 00:00:00,,Yes,Active,,5 - Highly Reliable
ACC-00008549,Palmerston North City Council,WWN-00242,Discharge to land,ASH oxi ponds municipal WW Leachate Discharge (Land),ATH-2014015336.02,2033-07-01 00:00:00,,Yes,Active,,5 - Highly Reliable
ACC-00008549,Palmerston North City Council,WWN-00242,Discharge to air,ASH oxi ponds municipal WWTP Emissions (Air),ATH-2014015337.02,2033-07-01 00:00:00,,Yes,Active,,5 - Highly Reliable
ACC-00001187,Papakura,Papakura Wastewater Network,Wastewater overflows,"Discharge of wastewater to land or water in accordance with sections 15(1)(a) and 15(1)(b) of the Resource Management Act 1991 as a result of:
• network overflows during periods of wet weather flow;
• network overflows resulting solely from blockages or network failure (pipe collapse or breakage or power or mechanical failure at pump stations or storage chambers);
• network exfiltration
for the existing Papakura District Wastewater Network.",BUN60072130-28762,2046-08-31 00:00:00,,Yes,Active,,5 - Highly Reliable
ACC-00001187,Papakura,Papakura Wastewater Network,Wastewater overflows,"Discharge of wastewater to land or water in accordance with sections 15(1)(a) and 15(1)(b) of the Resource Management Act 1991 as a result of:
• network overflows during periods of wet weather flow;
• network overflows resulting solely from blockages or network failure (pipe collapse or breakage or power or mechanical failure at pump stations or storage chambers);
• network exfiltration
for the existing and future Hingaia Peninsula Growth Area Wastewater Network.",BUN60072130-32961,2046-08-31 00:00:00,,Yes,Active,,5 - Highly Reliable
ACC-00001187,Papakura,Papakura Wastewater Network,Wastewater overflows,"Discharge of wastewater to land or water in accordance with sections 15(1)(a) and 15(1)(b) of the Resource Management Act 1991 as a result of:
• network overflows during periods of wet weather flow;
• network overflows resulting solely from blockages or network failure (pipe collapse or breakage or power or mechanical failure at pump stations or storage chambers);
• network exfiltration
for the existing and future Takanini Growth Area Wastewater Network.",BUN60072130-32962,2046-08-31 00:00:00,,Yes,Active,,5 - Highly Reliable
ACC-00008584,Queenstown Lakes District Council,Albert Town Campground,Discharge to land,,RM22.548.01,2026-03-23 00:00:00,,Yes,Active,,5 - Highly Reliable
ACC-00008584,Queenstown Lakes District Council,Cardrona WWTP,Discharge to land,,2009.348.V3,2045-07-15 00:00:00,,Yes,Active,,5 - Highly Reliable
ACC-00008584,Queenstown Lakes District Council,Glendhu Bay Camping Ground,Discharge to land,,2010.239',2045-10-30 00:00:00,,Yes,Active,,5 - Highly Reliable
ACC-00008584,Queenstown Lakes District Council,Glendhu Bay Camping Ground,Discharge to air,,2010.240',2045-10-30 00:00:00,,Yes,Active,,5 - Highly Reliable
ACC-00008584,Queenstown Lakes District Council,Hāwea WWTP,Discharge to air,,RM22.178.01,2033-07-07 00:00:00,,Yes,Active,,5 - Highly Reliable
ACC-00008584,Queenstown Lakes District Council,Hāwea WWTP,Discharge to land,,RM22.178.02,2033-07-07 00:00:00,,Yes,Active,,5 - Highly Reliable
ACC-00008584,Queenstown Lakes District Council,Shotover WWTP,Discharge to air,,RM13.215.01,2044-03-18 00:00:00,,Yes,Active,,5 - Highly Reliable
ACC-00008584,Queenstown Lakes District Council,Shotover WWTP,Discharge to land,,RM13.215.03.V2,2031-12-31 00:00:00,,Yes,Active,,5 - Highly Reliable
ACC-00008584,Queenstown Lakes District Council,Wānaka Airport,Discharge to air,,RM13.073.01,2043-03-12 00:00:00,,Yes,Active,,5 - Highly Reliable
ACC-00008584,Queenstown Lakes District Council,Wānaka Airport,Discharge to air,,RM13.073.02,2043-03-12 00:00:00,,Yes,Active,,5 - Highly Reliable
ACC-00008584,Queenstown Lakes District Council,Wānaka WWTP,Discharge to land,,2005.484.V1,2041-09-30 00:00:00,,Yes,Active,,5 - Highly Reliable
ACC-00008584,Queenstown Lakes District Council,Wānaka WWTP,Discharge to air,,2005.485',2041-09-30 00:00:00,,Yes,Active,,5 - Highly Reliable
ACC-00007503,Rangitikei District Council,BUL001,Discharge to water,TO DISCHARGE TREATED SEWAGE WASTE FROM THE BULLS OXIDATION POND TO THE RANGITIKEI RIVER,ATH-1996004798.00,2006-10-07 00:00:00,,Yes,Operating under s124 RMA,,4 - Reliable
ACC-00007503,Rangitikei District Council,HUN001,Other (Please identify in the comments section),"DISCHARGE OF TREATED WASTEWATER FROM THE HUNTERVILLE WASTEWATER TREATMENT PLANT TO THE POREWA STREAM, THE DISCHARGE OF WASTEWATER TO LAND VIA POND SEEPAGE AND THE CONSTRUCTION OF A ROCK OUTFALL STRUCTURE WITHIN THE POREWA STREAM BED (prev 105833, 105834, 105835)",ATH-2014013934.00,2037-06-21 00:00:00,,Yes,Active,,4 - Reliable
ACC-00007503,Rangitikei District Council,MAN001,Discharge to water,THE DISCHARGE OF TREATED SEWAGE EFFLUENT FROM THE MANGAWEKA SEWAGE TREATMENT PLANTS TO THE MANGATERA STREAM AND FROM THERE TO THE RANGITIKEI RIVER,ATH-2004009218.01,2024-03-19 00:00:00,,Yes,Operating under s124 RMA,,4 - Reliable
ACC-00007503,Rangitikei District Council,MAR001,Discharge to water,TO DISCHARGE TREATED EFFLUENT FROM THE MARTON SEWAGE TREATMENT PLANT TO THE TUTAENUI STREAM,ATH-1998003706.00,2019-03-31 00:00:00,,Yes,Operating under s124 RMA,,4 - Reliable
ACC-00007503,Rangitikei District Council,RAT001,Discharge to water,TO DISCHARGE TREATED SEWAGE FROM THE RATANA SEWAGE TREATMENT PLANT INTO AN UNNAMED TRIBUTARY OF THE WAIPU STREAM,ATH-1998003835.00,2018-07-31 00:00:00,,Yes,Operating under s124 RMA,,4 - Reliable
ACC-00007503,Rangitikei District Council,TAI001,Discharge to land,"THE DISCHARGE OF UP TO 1,200 CUBIC METRES PER DAY (1,200 M3/DAY) OF TREATED EFFLUENT TO LAND THAT ENTERS WATER FROM THE TAIHAPE WASTEWATER TREATMENT PLANT SERVICING THE TAIHAPE TOWNSHIP",ATH-2014013572.00,2027-07-01 00:00:00,,Yes,Active,,4 - Reliable
ACC-00008544,Rotorua Lakes Council,WWN-00256,Discharge to air,,RM16-0384-DC.01,2052-07-31 00:00:00,,No,Active,,5 - Highly Reliable
ACC-00008544,Rotorua Lakes Council,WWN-00256,Discharge to land,,RM16-0384-DC.02,2052-07-31 00:00:00,,No,Active,,5 - Highly Reliable
ACC-00008544,Rotorua Lakes Council,WWN-00257,Discharge to land,,60739,2021-07-31 00:00:00,,Yes,Operating under s124 RMA,,5 - Highly Reliable
ACC-00008524,Ruapehu District Council,Hikumutu (Taumarunui) WWTP - 102426,Discharge to water,,,2023-07-01 00:00:00,,Yes,Expired,Consent has been lodged,
ACC-00008524,Ruapehu District Council,Hikumutu (Taumarunui) WWTP - 102427,Discharge to land,,,2023-07-01 00:00:00,,Yes,Expired,Consent has been lodged,
ACC-00008524,Ruapehu District Council,Hikumutu (Taumarunui) WWTP - 102428,Discharge to land,,,2023-07-01 00:00:00,,Yes,Expired,Consent has been lodged,
ACC-00008524,Ruapehu District Council,National Park WWTP - 103403,Discharge to water,,,2015-11-17 00:00:00,,Yes,Operating under s124 RMA,,
ACC-00008524,Ruapehu District Council,National Park WWTP - 106166,Discharge to land,,,2015-11-17 00:00:00,,Yes,Operating under s124 RMA,,
ACC-00008524,Ruapehu District Council,Ohakune WWTP - 101699/1,Land-use consent,,,2015-11-17 00:00:00,,Yes,Operating under s124 RMA,,
ACC-00008524,Ruapehu District Council,Ohakune WWTP - 101700/1,Discharge to water,,,2015-11-17 00:00:00,,Yes,Operating under s124 RMA,,
ACC-00008524,Ruapehu District Council,Ohakune WWTP - 101701/1,Discharge to water,,,2015-11-17 00:00:00,,Yes,Operating under s124 RMA,,
ACC-00008524,Ruapehu District Council,Ohakune WWTP - 101702/1,Discharge to air,,,2015-11-17 00:00:00,,Yes,Operating under s124 RMA,,
ACC-00008524,Ruapehu District Council,Pipiriki - 106225,Discharge to land,,,2035-07-01 00:00:00,,Yes,Active,,
ACC-00008524,Ruapehu District Council,Pipiriki - 106226,Discharge to air,,,2035-07-01 00:00:00,,Yes,Active,,
ACC-00008524,Ruapehu District Council,Raetihi WWTP - 102379,Discharge to water,,,2015-11-17 00:00:00,,Yes,Operating under s124 RMA,,
ACC-00008524,Ruapehu District Council,Raetihi WWTP - 102381,Land-use consent,,,2015-11-17 00:00:00,,Yes,Operating under s124 RMA,,
ACC-00008524,Ruapehu District Council,Raetihi WWTP - 102797,Discharge to land,,,2015-11-17 00:00:00,,Yes,Operating under s124 RMA,,
ACC-00008524,Ruapehu District Council,Rangataua WWTP - 4926,Discharge to water,,,2005-12-20 00:00:00,,Yes,Operating under s124 RMA,,
ACC-00001006,Selwyn District Council,WWN-00264,Discharge to land,To discharge contaminants to land.,CRC073351,2027-10-30 00:00:00,,Yes,Active,,5 - Highly Reliable
ACC-00001006,Selwyn District Council,WWN-00266,Discharge to land,To discharge contaminants to land.,CRC220485,2035-01-26 00:00:00,,No,,In active,5 - Highly Reliable
ACC-00001006,Selwyn District Council,WWN-00266,Land-use consent,To use land for a community wastewater treatment plant,CRC220486,2035-01-26 00:00:00,,Yes,Active,,5 - Highly Reliable
ACC-00001006,Selwyn District Council,WWN-00266,Discharge to air,To discharge contaminants to air.,CRC220736,2035-01-26 00:00:00,,Yes,Active,,5 - Highly Reliable
ACC-00001006,Selwyn District Council,WWN-00266,Discharge to land,To discharge contaminants to land,CRC260431,2035-01-26 00:00:00,,Yes,Active,,5 - Highly Reliable
ACC-00001006,Selwyn District Council,WWN-00267,Discharge to land,"to discharge domestic sewage effluent to ground via a ""Blivot Aerotor"" treatment system and ""RAAM"" irrigation disposal system",CRC00095.2,2035-02-09 00:00:00,,Yes,Active,,5 - Highly Reliable
ACC-00001006,Selwyn District Council,WWN-00268,Other (Please identify in the comments section),"Water permit, to take groundwater",CRC011678,2029-07-28 00:00:00,,Yes,Active,,5 - Highly Reliable
ACC-00001006,Selwyn District Council,WWN-00268,Discharge to air,To discharge contaminant into air from construction and operation,CRC011679.1,2029-07-28 00:00:00,,Yes,Active,,5 - Highly Reliable
ACC-00001006,Selwyn District Council,WWN-00268,Discharge to land,To discharge contaminants into land and groundwater,CRC011680.1,2029-07-28 00:00:00,,Yes,Active,,5 - Highly Reliable
